	wt_d1._vs_TET3KO_d1._CI.L	wt_d1._vs_TET3KO_d1._CI.R	wt_d1._vs_TET3KO_d1._diff	wt_d1._vs_TET3KO_d1._p.adj	wt_d1._vs_TET3KO_d1._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
ARIH2	-0.154794053379537	0.46995308289019	0.157579514755326	0.746398361023078	0.315221603126571	O95376	O95376	ARI2_HUMAN	E3 ubiquitin-protein ligase ARIH2
ARL1	-0.77447233348307	0.280231362472209	-0.24712048550543	0.759474220871339	0.350484030879068	P40616	P40616;F8VYN9;B4DZG7	ARL1_HUMAN	ADP-ribosylation factor-like protein 1
ARL10	-5.48527403019866	5.48527403019866	0.0	0.867205531394704	1.0	Q8N8L6	Q8N8L6	ARL10_HUMAN	ADP-ribosylation factor-like protein 10
ARL14EP	-0.7545665643953	-0.125624406389751	-0.440095485392526	0.192027254008454	0.007118151423024	Q8N8R7	Q8N8R7;E9PRK7	AL14E_HUMAN	ARL14 effector protein
ARL15	-0.419221536061048	0.443130565025203	0.0119545144820776	0.863285128245696	0.955736967215034	Q9NXU5	Q9NXU5;A0A087WUW9	ARL15_HUMAN	ADP-ribosylation factor-like protein 15
ARL2	-0.194917507350696	0.341176536316397	0.0731295144828508	0.816931205298779	0.585553897651477	P36404	P36404	ARL2_HUMAN	ADP-ribosylation factor-like protein 2
ARL2BP	-0.325034111679983	1.10489314032569	0.389929514322851	0.730377347444028	0.278010326602639	Q9Y2Y0	Q9Y2Y0;H3BU49;H3BM52	AR2BP_HUMAN	ADP-ribosylation factor-like protein 2-binding protein
ARL3	-0.121404864810768	0.910163893813664	0.394379514501448	0.622889014116335	0.130633152570645	P36405	P36405	ARL3_HUMAN	ADP-ribosylation factor-like protein 3
ARL4D	-4.9607484812122	4.9607484812122	0.0	0.867205531394704	1.0	P49703	P49703	ARL4D_HUMAN	ADP-ribosylation factor-like protein 4D
ARL5A	-1.32895011953419	1.26130914825913	-0.033820485637527	0.86351923942902	0.958307643406482	Q9Y689	Q9Y689;Q96KC2	ARL5A_HUMAN	ADP-ribosylation factor-like protein 5A
ARL5C	-3.75057840860896	12.8010603878718	4.5252409896314	0.729800246270621	0.276777832259369	K7EM39	K7EM39	K7EM39_HUMAN	Putative ADP-ribosylation factor-like protein 5C (Fragment)
ARL6	-1.58813044416382	0.149143901371027	-0.719493271396399	0.584642174398294	0.102254752564989	Q9H0F7	Q9H0F7;H7C5H6;A0A0J9YXT0	ARL6_HUMAN	ADP-ribosylation factor-like protein 6
ARL6IP1	-0.729020182709709	0.977229211703557	0.124104514496924	0.843895748657328	0.770982406738998	Q15041	Q15041;H3BPJ2;H3BN98	AR6P1_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 1
ARL6IP4	-0.551961593358137	0.218970622123749	-0.166495485617194	0.771966516746947	0.389129152802246	Q66PJ3	Q66PJ3;F8WEP2;A0A0C4DG62;F5GYV5;F8WCT1;H7BZV4;A0A0C4DH18	AR6P4_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 4
ARL6IP5	-0.246377331985584	8.87920931120059	4.3164159896075	0.506598952315759	0.0631493495826412	O75915	O75915	PRAF3_HUMAN	PRA1 family protein 3
ARL6IP6	-0.402876814554248	1.00373584327931	0.300429514362531	0.773526546181797	0.394340813251626	Q8N6S5	Q8N6S5	AR6P6_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 6
ARL8A	-1.11551971948301	1.63442874888965	0.259454514703322	0.835515535360589	0.705824926473709	Q96BM9	Q96BM9;A0A087X2J2	ARL8A_HUMAN	ADP-ribosylation factor-like protein 8A
ARL8B	-0.621018810749312	0.351527839687079	-0.134745485531116	0.815899721005228	0.579711741334594	Q9NVJ2	Q96BM9;Q9NVJ2	ARL8B_HUMAN	ADP-ribosylation factor-like protein 8B
ARMC1	-1.46030279867521	0.943711827798201	-0.258295485438502	0.830066592029148	0.667371611140526	Q9NVT9	Q9NVT9	ARMC1_HUMAN	Armadillo repeat-containing protein 1
ARMC10	-0.793320919708049	0.687779948538474	-0.0527704855847873	0.856657998626691	0.886574307133794	Q8N2F6	Q8N2F6;C9J5N7;A0A0J9YXE4;A0A0J9YXV5;H7C2M7;A0A0J9YWR7	ARM10_HUMAN	Armadillo repeat-containing protein 10
ARMC2	-0.128263358147289	1.95657238691001	0.914154514381359	0.553442671259579	0.084165609151525	A0A0A0MQT2	A0A0A0MQT2	A0A0A0MQT2_HUMAN	Armadillo repeat-containing protein 2 (Fragment)
ARMC5	-0.736782534169456	0.449591563034849	-0.143595485567303	0.824094242552648	0.628385799490081	Q96C12	Q96C12;J3KQ26;H3BS74	ARMC5_HUMAN	Armadillo repeat-containing protein 5
ARMC6	-0.183661513449876	0.29082054242768	0.0535795144889022	0.827699155528857	0.651539551125694	Q6NXE6	Q6NXE6;F5GWV0;B4E1N1;F5H4P3	ARMC6_HUMAN	Armadillo repeat-containing protein 6
ARMC7	-0.964464661074115	1.48908606666261	0.262310702794249	0.830293996542583	0.668919435985919	Q9H6L4	Q9H6L4	ARMC7_HUMAN	Armadillo repeat-containing protein 7
ARMC8	-0.804019408104065	0.0727784373021515	-0.365620485400957	0.581079107891269	0.0999868534012882	Q8IUR7	Q8IUR7;G5E9V7;C9JAA7;C9J2I1;H7C5H2;G5E9V6	ARMC8_HUMAN	Armadillo repeat-containing protein 8
ARMC9	-2.16357315824926	0.724632186841263	-0.719470485703997	0.748739487139623	0.321185235614379	Q7Z3E5	Q7Z3E5;A0A2Q3DP09	ARMC9_HUMAN	LisH domain-containing protein ARMC9
ARMCX1	-0.990319499884118	0.0955785290095736	-0.447370485437272	0.587342882721963	0.104011980305015	Q9P291	Q9P291	ARMX1_HUMAN	Armadillo repeat-containing X-linked protein 1
ARMCX2	-0.335934971020979	1.13479400033843	0.399429514658728	0.731273812102181	0.279938802377333	Q7L311	Q7L311	ARMX2_HUMAN	Armadillo repeat-containing X-linked protein 2
ARMCX3	0.193330180722434	0.898028848349312	0.545679514535873	0.119337523450267	0.0031423790606784	Q9UH62	Q9UH62;H3BV87	ARMX3_HUMAN	Armadillo repeat-containing X-linked protein 3
ARMCX4	-0.732393787097777	0.215602815883421	-0.258395485607178	0.730476266743828	0.278222287701463	Q5H9R4	Q5H9R4	ARMX4_HUMAN	Armadillo repeat-containing X-linked protein 4
ARMH3	-18.6475219051026	-6.00991690373383	-12.3287194044182	0.0279209328473346	0.0002856415655413	Q5T2E6	Q5T2E6;Q5T2E7	ARMD3_HUMAN	Armadillo-like helical domain-containing protein 3
ARMH4	-5.30461946845777	5.30461946845777	4.44089209850063e-16	0.867205531394704	1.0	Q86TY3	Q86TY3	ARMD4_HUMAN	Armadillo-like helical domain-containing protein 4
ARMT1	-0.517871243659071	1.19853027219718	0.340329514269055	0.783210798569525	0.428841011393707	Q9H993	Q9H993;F5GZY1	ARMT1_HUMAN	Damage-control phosphatase ARMT1
ARNT	-24.2739817734354	-11.2558235314869	-17.7649026524611	0.0005615298281249	1.64690683185139e-06	P27540	P27540;A6NGV6	ARNT_HUMAN	Aryl hydrocarbon receptor nuclear translocator
ARPC1A	0.0107938147550855	0.838615214270679	0.424704514512882	0.449395898379633	0.0445471903527172	Q92747	Q92747;E9PF58;A0A1W2PNV4	ARC1A_HUMAN	Actin-related protein 2/3 complex subunit 1A
ARPC1B	-0.153354153835667	1.48386318235817	0.66525451426125	0.594314410967272	0.108706473085354	O15143	O15143;C9JEY1;C9K057;A0A1W2PNV4	ARC1B_HUMAN	Actin-related protein 2/3 complex subunit 1B
ARPC2	-0.195390356705834	0.327749385524254	0.0661795144092103	0.821597896101483	0.612995461931773	O15144	O15144	ARPC2_HUMAN	Actin-related protein 2/3 complex subunit 2
ARPC3	-0.516284221242437	0.478943249910501	-0.0186704856659681	0.861845561165584	0.940126347367821	O15145	O15145	ARPC3_HUMAN	Actin-related protein 2/3 complex subunit 3
ARPC4	-0.608383350745681	-0.0476576205024646	-0.328020485624073	0.343799049189636	0.0228406156590424	P59998	P59998;F8WDD7;H7C0A3;F8WCF6;A0A0A6YYG9	ARPC4_HUMAN	Actin-related protein 2/3 complex subunit 4
ARPC5	-0.346747228663028	0.385956257988391	0.0196045146626815	0.859431530455038	0.914691036366829	O15511	O15511;B1ALC0	ARPC5_HUMAN	Actin-related protein 2/3 complex subunit 5
ARPC5L	0.533990893018594	1.80521813593855	1.16960451447857	0.04271971272077	0.0005672533778045	Q9BPX5	Q9BPX5	ARP5L_HUMAN	Actin-related protein 2/3 complex subunit 5-like protein
ARPIN	0.161850256477979	1.11810877253565	0.639979514506813	0.228510208444683	0.0098134071694405	Q7Z6K5	Q7Z6K5;H0YL03;H0YL85;A0A0A6YYH1;H0YMP5;H0YMK0	ARPIN_HUMAN	Arpin
ARPP19	-4.12352213226524	7.89526774517959	1.88587280645718	0.806664272038168	0.530723401073195	P56211	P56211;H3BMD8;H3BQ52	ARP19_HUMAN	cAMP-regulated phosphoprotein 19
ARRB1	-4.72585701406083	4.13579863553213	-0.295029189264351	0.857398216396885	0.893965412369119	H0YET9	H0YET9	H0YET9_HUMAN	Beta-arrestin-1 (Fragment)
ARRB1	-0.283956070878856	0.694815099754257	0.2054295144377	0.775919904218831	0.402516377753271	P49407	P10523;P49407;E7ESX4;E9PM35	ARRB1_HUMAN	Beta-arrestin-1
ARRB2	-0.372040025747892	0.294849054258534	-0.0385954857446791	0.849242004114492	0.81680699497504	P32121	P32121;K7ENA6;I3L412	ARRB2_HUMAN	Beta-arrestin-2
ARRDC1	-0.449700945462933	0.384809974403946	-0.0324454855294931	0.855616292744727	0.876309043285756	Q8N5I2	Q8N5I2;F2Z3I4;Q5T370;Q5T371	ARRD1_HUMAN	Arrestin domain-containing protein 1
ARSA	-0.518017805211712	0.307976834247369	-0.105020485482171	0.821302132994859	0.611205680451446	P15289	P15289;A0A0C4DFZ2	ARSA_HUMAN	Arylsulfatase A
ARSB	0.158618018966928	1.2091410101597	0.683879514563316	0.251923573929408	0.0118496395304493	P15848	P15848;A0A2U3U034	ARSB_HUMAN	Arylsulfatase B
ARSD	-3.06582263716385	3.06582263716384	-1.11022302462516e-15	0.867205531394704	0.999999999999999	P51689	P51689	ARSD_HUMAN	Arylsulfatase D
ARSF	-4.59457565277314	4.59457565277314	-4.44089209850063e-16	0.867205531394704	1.0	P54793	P54793	ARSF_HUMAN	Arylsulfatase F
ARSL	-0.589810191972912	0.917319221134814	0.163754514580951	0.829548319998808	0.663861919762462	P51690	P51690;F5H324;A0A5F9ZHZ5;F5GYY5;A0A5F9ZHX8	ARSL_HUMAN	Arylsulfatase L
ARVCF	-0.504900525765508	0.365909554869206	-0.0694954854481509	0.841235554446398	0.749456928071747	O00192	O00192;C9JJX6;E9PDC3	ARVC_HUMAN	Armadillo repeat protein deleted in velo-cardio-facial syndrome
ARX	-15.4535702306297	-7.99919084646844	-11.726380538549	4.17908662946796e-05	9.13807732796691e-08	Q96QS3	Q96QS3	ARX_HUMAN	Homeobox protein ARX
AS3MT	-0.927175072916168	-0.117015897814642	-0.522095485365405	0.260579288455708	0.01267004166285	Q9HBK9	Q9HBK9;A0A087WVD4	AS3MT_HUMAN	Arsenite methyltransferase
ASAH1	0.497367675702392	1.21319135318387	0.855279514443129	0.0036368361832579	1.65597127568631e-05	Q13510	Q13510;A0A1B0GW68;A0A1B0GTZ5;A0A1B0GUG1;A0A1B0GUA4;A0A1B0GUE3;A0A1B0GUH5;E7EMM4;A0A1B0GTM3;A0A1B0GTP7;A0A1B0GUW4;A0A1B0GV06	ASAH1_HUMAN	Acid ceramidase
ASAP1	-0.0575430226984071	1.14105205175644	0.541754514529018	0.53543827987903	0.0753287268957302	Q9ULH1	Q9ULH1;A0A0A0MRE5;H0YBF7;H0YBM4	ASAP1_HUMAN	"""Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"""
ASAP2	7.18584807064974	15.8796937011822	11.5327708859159	0.0008671431506921	2.77794139306314e-06	O43150	O43150	ASAP2_HUMAN	"""Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2"""
ASAP3	-1.31723344774713	0.578092476778734	-0.369570485484196	0.785218992415787	0.436489546315804	Q8TDY4	Q8TDY4;H0YEB0	ASAP3_HUMAN	"""Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3"""
ASB1	-3.62193342035503	2.71489244944396	-0.453520485455531	0.844327187047557	0.774551114250369	Q9Y576	Q9Y576;B9A047	ASB1_HUMAN	Ankyrin repeat and SOCS box protein 1
ASB2	-4.36325448295494	4.36325448295494	0.0	0.867205531394704	1.0	Q96Q27	Q96Q27;G3V2Z2	ASB2_HUMAN	Ankyrin repeat and SOCS box protein 2
ASB3	-5.08351649924571	6.01259169817146	0.464537599462876	0.854647187490868	0.866899979660467	Q9Y575	Q9Y575	ASB3_HUMAN	Ankyrin repeat and SOCS box protein 3
ASB6	-1.5268260324835	1.67348506134485	0.0733295144306751	0.860601693365088	0.926905973748391	Q9NWX5	Q9NWX5;F6TX30	ASB6_HUMAN	Ankyrin repeat and SOCS box protein 6
ASCC1	-0.189490044590802	0.47354907313758	0.142029514273389	0.773117963382262	0.392967015385092	Q8N9N2	Q8N9N2;H0YCB3;A0A5F9ZHP1;H0YER2;H0YE76;A0A5F9ZH79	ASCC1_HUMAN	Activating signal cointegrator 1 complex subunit 1
ASCC2	-0.25826365165397	0.197572680691608	-0.0303454854811811	0.846152949213227	0.789899976236111	Q9H1I8	Q9H1I8	ASCC2_HUMAN	Activating signal cointegrator 1 complex subunit 2
ASCC3	-0.455413613052747	0.331522641972547	-0.0619454855401003	0.841650051982392	0.752757567692784	Q8N3C0	Q8N3C0	ASCC3_HUMAN	Activating signal cointegrator 1 complex subunit 3
ASDURF	11.8862093089534	21.9547887257137	16.9204990173336	9.18452531518591e-06	2.04380563589662e-08	L0R819	L0R819;U3KQP1;U3KQ49;U3KQP6;U3KQE3	ASURF_HUMAN	ASNSD1 upstream open reading frame protein
ASF1A	-1.67026736278073	4.1271683444115	1.22845049081538	0.774623216504198	0.398059574701065	Q9Y294	Q9Y294	ASF1A_HUMAN	Histone chaperone ASF1A
ASF1B	-3.76280741407968	2.61916644312318	-0.571820485478248	0.83742109977198	0.719973084288353	Q9NVP2	Q9NVP2;K7ES22;K7ELW9;K7EM93;K7EIL9	ASF1B_HUMAN	Histone chaperone ASF1B
ASH2L	-0.37322123384047	0.575180262672477	0.100979514416004	0.830480279483601	0.670190959549799	Q9UBL3	Q9UBL3;F5H8F7	ASH2L_HUMAN	Set1/Ash2 histone methyltransferase complex subunit ASH2
ASIC1	-0.0833140646760011	7.95781692392946	3.93725142962673	0.48313161986929	0.0547362438505055	P78348	P78348;H7C1W9	ASIC1_HUMAN	Acid-sensing ion channel 1
ASL	-1.20552952493801	0.213488553587437	-0.496020485675285	0.658964768319952	0.166085982812657	P04424	P04424;A0A5F9ZHM8;A0A5F9ZHC6	ARLY_HUMAN	Argininosuccinate lyase
ASMTL	-0.46102935189765	0.241738381068451	-0.1096454854146	0.80712820949834	0.533049250386995	O95671	O95671	ASML_HUMAN	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein
ASNS	0.114582748427553	0.928126280284856	0.521354514356204	0.265375691395412	0.013141353800935	P08243	P08243	ASNS_HUMAN	Asparagine synthetase [glutamine-hydrolyzing]
ASNSD1	11.9099309924678	17.6187195994476	14.7643252959577	4.3767942729765897e-13	1.1013362126090999e-13	Q9NWL6	Q9NWL6;C9IYZ1;U3KQP1	ASND1_HUMAN	Asparagine synthetase domain-containing protein 1
ASPH	-0.360820327982095	0.492879356100444	0.0660295140591742	0.842170045954221	0.756925845938629	Q12797	Q12797;E5RG56;E5RHJ2	ASPH_HUMAN	Aspartyl/asparaginyl beta-hydroxylase
ASPHD1	-8.64943484830946	-0.042074411907687	-4.34575463010857	0.461227398346329	0.0478914901244453	Q5U4P2	Q5U4P2	ASPH1_HUMAN	Aspartate beta-hydroxylase domain-containing protein 1
ASPHD2	-0.450623818271715	1.02328284726577	0.286329514497027	0.785657881004302	0.438185126939772	Q6ICH7	Q6ICH7	ASPH2_HUMAN	Aspartate beta-hydroxylase domain-containing protein 2
ASPM	-5.38185259811077	4.83776162714287	-0.27204548548395	0.859473402245985	0.915124456998279	Q8IZT6	Q8IZT6	ASPM_HUMAN	Abnormal spindle-like microcephaly-associated protein
ASPSCR1	-0.684456006008213	-0.153584964987451	-0.419020485497832	0.108545849539485	0.002653422601903	Q9BZE9	Q9BZE9;J3KRF7;J3KRY8	ASPC1_HUMAN	Tether containing UBX domain for GLUT4
ASRGL1	14.5730951764745	23.6730191569967	19.1230571667356	1.00206876743732e-08	6.229704534633109e-11	Q7L266	Q7L266	ASGL1_HUMAN	Isoaspartyl peptidase/L-asparaginase
ASS1	0.289491299399679	2.34146772993507	1.31547951466737	0.265060453734196	0.013110003577685	P00966	P00966;Q5T6L6;Q5T6L5	ASSY_HUMAN	Argininosuccinate synthase
ASTE1	-0.454986676376393	0.454986676376393	0.0	0.867205531394704	1.0	Q2TB18	Q2TB18;D6RG30	ASTE1_HUMAN	Protein asteroid homolog 1
ASTN2	-2.9808966308741	3.442855660152	0.23097951463895	0.856553553160239	0.885537923086997	O75129	O75129;H0Y3A8;B7ZKP5	ASTN2_HUMAN	Astrotactin-2
ASXL1	-3.87805580081251	3.87805580081251	-4.44089209850063e-16	0.867205531394704	1.0	Q8IXJ9	Q8IXJ9;A0A2R8Y627;A0A494C1R1;A0A2R8Y5U1;A0A2R8Y4U9;Q5JWS8;H0YJC9;Q76L82;Q498B9;A0A087WWN0;A0A2R8Y6V0;Q6P1M8;A0A2R8Y6F0	ASXL1_HUMAN	Polycomb group protein ASXL1
ASXL2	-3.12866509590893	3.44687412494757	0.159104514519321	0.860213056097928	0.922825460152756	Q76L83	Q76L83;A0A5F9ZHN2;E7EWD6	ASXL2_HUMAN	Putative Polycomb group protein ASXL2
ATAD1	-2.52141876099819	-0.379478584370956	-1.45044867268457	0.218715037546302	0.0090355812083084	Q8NBU5	Q8NBU5	ATAD1_HUMAN	ATPase family AAA domain-containing protein 1
ATAD2	-1.05195833588407	0.401467364830609	-0.325245485526729	0.766750764242828	0.372347844118547	Q6PL18	Q6PL18	ATAD2_HUMAN	ATPase family AAA domain-containing protein 2
ATAD2B	-0.550446481338426	0.0656055102476216	-0.242420485545402	0.609789395790791	0.120007767509661	Q9ULI0	Q9ULI0;C9JG15	ATD2B_HUMAN	ATPase family AAA domain-containing protein 2B
ATAD3A	-0.490709913520093	0.101668942994707	-0.194520485262693	0.680479358268576	0.192723207114638	Q9NVI7	Q5T9A4;Q9NVI7;A0A5K1VW56;H0Y2W2	ATD3A_HUMAN	ATPase family AAA domain-containing protein 3A
ATAD3B	-0.445250211955996	0.429659240656408	-0.0077954856497939	0.864711618890248	0.971541693606362	Q5T9A4	Q5T9A4;Q5T2N8;J3QSF3;A0A5K1VW56	ATD3B_HUMAN	ATPase family AAA domain-containing protein 3B
ATAD5	-0.455159379661834	0.722018408671535	0.133429514504851	0.827513362695524	0.650318498661314	Q96QE3	Q96QE3;A0A075B754	ATAD5_HUMAN	ATPase family AAA domain-containing protein 5
ATAT1	-0.278285558631501	0.634894587562157	0.178304514465328	0.785057477572232	0.435867745097654	Q5SQI0	Q5SQI0	ATAT_HUMAN	Alpha-tubulin N-acetyltransferase 1
ATCAY	-1.37945729570693	1.28886632472553	-0.0452954854906977	0.862373565981205	0.945812976751219	Q86WG3	Q86WG3	ATCAY_HUMAN	Caytaxin
ATE1	11.1887838181963	18.8558587045033	15.0223212613498	1.16819169492012e-07	4.31008795695293e-10	B4E107;F5GXE4	F5GXE4;B4E107	B4E107_HUMAN;F5GXE4_HUMAN	Arginyl-tRNA--protein transferase 1
ATE1	-0.288960170089905	0.946269198957116	0.328654514433605	0.735694731379176	0.289703280298728	O95260	O95260;F5GXE4;B4E107;B4DK25;H0Y5C2	ATE1_HUMAN	Arginyl-tRNA--protein transferase 1
ATF2	-0.394174976980248	0.394174976980247	-2.2204460492503099e-16	0.867205531394704	0.999999999999999	P15336	P15336;B8ZZU6;H7C2N6;C9JCI8;E9PBF9;E9PEK8	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2
ATF3	-0.254996810688901	6.7544787900524	3.24974098968175	0.519593975802838	0.0683624200730037	P18847	P18847;Q5VTZ4;A0A0A0MRJ2	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3
ATF6	-0.395572157689465	0.457731186328118	0.0310795143193268	0.856405027092522	0.884066895399267	P18850	P18850	ATF6A_HUMAN	Cyclic AMP-dependent transcription factor ATF-6 alpha
ATF6B	0.0526015879410939	1.1605074412618	0.606554514601449	0.398837244971117	0.0325644629136612	Q99941	Q99941;H0Y7D7	ATF6B_HUMAN	Cyclic AMP-dependent transcription factor ATF-6 beta
ATF7	-1.07184471331185	0.144453742342495	-0.463695485484678	0.624126972982558	0.131692342390805	P17544	P17544	ATF7_HUMAN	Cyclic AMP-dependent transcription factor ATF-7
ATF7IP	-0.277701249622819	0.862660278389608	0.292479514383395	0.743168318378602	0.307226229121643	Q6VMQ6	Q6VMQ6;F5H592;F5GYR7	MCAF1_HUMAN	Activating transcription factor 7-interacting protein 1
ATG101	0.0885963638742623	0.963862665837351	0.526229514855807	0.320399771589394	0.0195095157614883	Q9BSB4	Q9BSB4;F8VQD9;F8VVA0	ATGA1_HUMAN	Autophagy-related protein 101
ATG12	-2.10747796320781	-0.227006795507743	-1.16724237935778	0.292883950433286	0.0160912309489575	O94817	O94817	ATG12_HUMAN	Ubiquitin-like protein ATG12
ATG13	-2.33052538812741	0.972884417120023	-0.678820485503692	0.77871942996082	0.412365153519726	O75143	O75143	ATG13_HUMAN	Autophagy-related protein 13
ATG14	-4.22999452184527	2.33285355077496	-0.948570485535157	0.812962636505846	0.563498709663531	Q6ZNE5	Q6ZNE5	BAKOR_HUMAN	Beclin 1-associated autophagy-related key regulator
ATG16L1	-0.240916026377968	0.322925055152916	0.041004514387474	0.843900102542774	0.771018310647422	Q676U5	Q676U5;E7EVC7	A16L1_HUMAN	Autophagy-related protein 16-1
ATG2A	-1.52421392337086	0.321072952400949	-0.601570485484956	0.682796483069443	0.195892508053174	Q2TAZ0	Q2TAZ0	ATG2A_HUMAN	Autophagy-related protein 2 homolog A
ATG2B	-0.639996557503058	0.208755586647553	-0.215620485427753	0.745025363274864	0.311790582456413	Q96BY7	Q96BY7	ATG2B_HUMAN	Autophagy-related protein 2 homolog B
ATG3	-0.607684830690108	0.299443859622404	-0.154120485533852	0.799709449196933	0.49742600906238	Q9NT62	Q9NT62	ATG3_HUMAN	Ubiquitin-like-conjugating enzyme ATG3
ATG4B	-0.483588576746794	0.202597605638591	-0.140495485554101	0.779187785498639	0.414043765480268	Q9Y4P1	Q9Y4P1;C9J1C1;C9JIK8	ATG4B_HUMAN	Cysteine protease ATG4B
ATG4C	-20.7541259756828	-12.4517642334973	-16.60294510459	5.93728007242499e-08	2.47813458127803e-10	Q96DT6	Q96DT6;C9JC51;A6NGQ4	ATG4C_HUMAN	Cysteine protease ATG4C
ATG5	-0.424313458748523	0.21662248712653	-0.103845485810997	0.803970316699794	0.51748242400996	Q9H1Y0	Q9H1Y0;L7UQJ2;A0A2R8Y718	ATG5_HUMAN	Autophagy protein 5
ATG7	-0.926391625330513	-0.0981493453558325	-0.512270485343173	0.295970932940919	0.0164501617390461	O95352	O95352	ATG7_HUMAN	Ubiquitin-like modifier-activating enzyme ATG7
ATG9A	-0.555082063513308	0.205541092610266	-0.174770485451521	0.762642086316653	0.359790506389429	Q7Z3C6	Q7Z3C6;H7C152	ATG9A_HUMAN	Autophagy-related protein 9A
ATIC	0.21938907433182	0.744219954669371	0.481804514500595	0.0433637006272136	0.0005815561652522	P31939	P31939;H7C1S2	PUR9_HUMAN	Bifunctional purine biosynthesis protein ATIC
ATL1	-0.316943025158873	1.20677966967991	0.44491832226052	0.71414783253019	0.245844988137471	Q8WXF7	Q8WXF7	ATLA1_HUMAN	Atlastin-1
ATL2	-4.6520030108835	4.6520030108835	2.2204460492503099e-16	0.867205531394704	1.0	B5MCN0	B5MCN0	B5MCN0_HUMAN	Atlastin-2
ATL2	-0.390537606674874	0.590196635441208	0.0998295143831669	0.832454567138574	0.683868539633934	Q8NHH9	Q8NHH9;B5MCN0;H7C3A2;C9JQQ5	ATLA2_HUMAN	Atlastin-2
ATL3	-0.750001227382671	0.897510256287684	0.0737545144525065	0.853693517373823	0.857771016663677	Q6DD88	Q6DD88;F5H6I7	ATLA3_HUMAN	Atlastin-3
ATM	-0.695761006023286	0.270720034673783	-0.212520485674752	0.769365754808553	0.380640072740076	Q13315	Q13315;E9PIQ5;Q6P7P1;A0A087X0E9;E9PRG7;M0QXY8;E9PIN0	ATM_HUMAN	Serine-protein kinase ATM
ATN1	-1.12814437019284	0.613553399029145	-0.257295485581849	0.811368468203084	0.554952471832934	P54259	P54259	ATN1_HUMAN	Atrophin-1
ATOH8	-4.63344834824211	4.89869528006433	0.132623465911109	0.86327040144923	0.955575559935197	Q96SQ7	Q96SQ7	ATOH8_HUMAN	Protein atonal homolog 8
ATOX1	-3.14968509434135	4.16534895769295	0.507831931675799	0.845115698772215	0.781130667947437	O00244	O00244;E5RGN3;E5RIM7	ATOX1_HUMAN	Copper transport protein ATOX1
ATP10D	-4.48506965738231	3.48830101136576	-0.498384323008274	0.847610475289668	0.802445961787004	Q9P241	Q9P241;Q6PEW3	AT10D_HUMAN	Probable phospholipid-transporting ATPase VD
ATP11A	-0.709808277452623	0.789217306306476	0.0397045144269264	0.859514202524622	0.915547046328313	P98196	P98196;E9PEJ6;H0Y547	AT11A_HUMAN	Probable phospholipid-transporting ATPase IH
ATP11C	-0.710174709597237	0.950483738601034	0.120154514501898	0.844037194285054	0.7721499690941	Q8NB49	Q8NB49;A0A067XG54	AT11C_HUMAN	Phospholipid-transporting ATPase IG
ATP13A1	-0.694567870336877	0.450376899331575	-0.122095485502651	0.830409866591827	0.669709956671462	Q9HD20	Q9HD20	AT131_HUMAN	Manganese-transporting ATPase 13A1
ATP13A2	-4.04439170877273	5.11565387613255	0.535631083679906	0.849032142405482	0.814940654451909	Q9NQ11	Q9NQ11;H0Y9K0;H0YAI7;H0Y8V5	AT132_HUMAN	Polyamine-transporting ATPase 13A2
ATP13A3	-1.76555946392368	0.626368493092084	-0.569595485415796	0.7567542348929	0.342742268573979	Q9H7F0	Q9H7F0;A0A2R8YDN7;A0A2R8Y635	AT133_HUMAN	Probable cation-transporting ATPase 13A3
ATP1A1	0.0755292042366899	0.925029824439006	0.500279514337848	0.338117829291799	0.0219928880234265	P05023	P05023	AT1A1_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-1
ATP1A2	13.9578137171678	20.9131006167463	17.4354571669571	2.5617844868431897e-12	3.01704000733125e-13	P50993	P50993;H0Y7C1;B1AKY9	AT1A2_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-2
ATP1A3	-0.209229731519377	0.657988760696417	0.22437951458852	0.741434012004694	0.303041022897223	P13637	P13637;M0R116;A0A0A0MT26;M0QXF2;A0A2R8YEY8	AT1A3_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-3
ATP1B1	6.913588628255	18.5023245196407	12.7079565739479	0.009598845040103	6.07264083700839e-05	P05026	P05026;V9GYR2	AT1B1_HUMAN	Sodium/potassium-transporting ATPase subunit beta-1
ATP1B3	-0.507891754955402	0.332050783895639	-0.0879204855298816	0.83124319264534	0.675432406334141	P54709	P54709;C9JXZ1;C9JA36	AT1B3_HUMAN	Sodium/potassium-transporting ATPase subunit beta-3
